conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,nama_gunung_ekstraksi
1862991509420929307,Sat Nov 30 22:46:03 +0000 2024,3,Gunung Semeru kembali erupsi dengan letusan setinggi 500 meter https://t.co/pU5pXzzXcE,1862991509420929307,,,in,,0,0,0,https://x.com/undefined/status/1862991509420929307,121640063,,gunung semeru kembali erupsi dengan letusan setinggi 500 meter,Semeru
1862907031990194540,Sat Nov 30 17:17:27 +0000 2024,0,Gue pengen bgt nyoba backpackerrr.. terus ke gunung rinjanii.. tp krn gue belum prnh muncak gue pengen nyoba yg kecil2 dlu. Sayangnya skrg lg musim hujan gue gak bisa muncak pas libur akhir tahun,1862908815425015867,,victaetory,in,,0,0,0,https://x.com/undefined/status/1862908815425015867,1674743491,,gue pengen bgt nyoba backpackerrr.. terus ke gunung rinjanii.. tp krn gue belum prnh muncak gue pengen nyoba yg kecil2 dlu. sayangnya skrg lg musim hujan gue gak bisa muncak pas libur akhir tahun,Rinjani
1862892284007817632,Sat Nov 30 16:11:46 +0000 2024,0,Dulu kuat naik gunung Prau dari basecamp sampe puncak ga minum sama sekali n gak banyak brik padahal bawa carier isi tenda. Naik turun Merbabu kurang dari 8 jam udah termasuk isoma. Sekarang naik tangga aja udah engap. Wis tuoooo.,1862892284007817632,,,in,,0,0,0,https://x.com/undefined/status/1862892284007817632,755653550,,dulu kuat naik gunung prau dari basecamp sampe puncak ga minum sama sekali n gak banyak brik padahal bawa carier isi tenda. naik turun merbabu kurang dari 8 jam udah termasuk isoma. sekarang naik tangga aja udah engap. wis tuoooo.,Prau
1862878329294204972,Sat Nov 30 15:16:18 +0000 2024,2,Sabtu Pagi Ini Gunung Semeru Kembali Erupsi Tiga Kali https://t.co/llM4huekiy,1862878329294204972,,,in,,0,0,0,https://x.com/undefined/status/1862878329294204972,41730943,,sabtu pagi ini gunung semeru kembali erupsi tiga kali,Semeru
1862869569993572657,Sat Nov 30 14:41:30 +0000 2024,1482,Halo Warga Merapi! Gunung Merapi kembali memamerkan fenomena menakjubkan awan lentikular yang melayang di puncaknya! Awan berbentuk lensa ini terlihat pada Jumat 29 November 2024 dan terekam kamera pemantauan BPPTKG di lereng selatan. Awan lentikular tidak berhubungan dengan https://t.co/HFf1QAOc78,1862869569993572657,https://pbs.twimg.com/ext_tw_video_thumb/1862869535595884544/pu/img/f0NBgHa73BJYBphF.jpg,,in,,21,19,368,https://x.com/undefined/status/1862869569993572657,1279804428724211712,,halo warga merapi! gunung merapi kembali memamerkan fenomena menakjubkan awan lentikular yang melayang di puncaknya! awan berbentuk lensa ini terlihat pada jumat 29 november 2024 dan terekam kamera pemantauan bpptkg di lereng selatan. awan lentikular tidak berhubungan dengan,Merapi
1862784911150813536,Sat Nov 30 14:40:43 +0000 2024,0,@sakkusaitna @Ar4rmanSyah Semodern apapun jk dlm darurat umpama 1. Di sabana gunung bromo 2. Di pendakian gunung Merapi 3. Di tebing yg terjal Berak/kencing tapi ... 1. Tidak ada alat BERSUCI yg wajar 2. Tidk ada bhn BERSUCI yg wajar Pakai apa? Gigi Lo? Islam memberi tuntunan salah satunya dg batu,1862869374400692412,,sakkusaitna,in,,0,1,0,https://x.com/undefined/status/1862869374400692412,1603557669239128064,,semodern apapun jk dlm darurat umpama 1. di sabana gunung bromo 2. di pendakian gunung merapi 3. di tebing yg terjal berak/kencing tapi ... 1. tidak ada alat bersuci yg wajar 2. tidk ada bhn bersuci yg wajar pakai apa? gigi lo? islam memberi tuntunan salah satunya dg batu,Merapi
1862865429276012701,Sat Nov 30 14:25:04 +0000 2024,0,Buat mengungkapkan sayang ini aku rasanya harus teriaaaaak di puncak Gunung Papandayan kalau aku sebegitu sayangnya sama Cilla adikku. Sebisa mungkin mau menyediakan ruang aman buat dia cerita dan ngasih saran menurut sudut pandangku.,1862865435894653308,,semerahati,in,,0,1,1,https://x.com/undefined/status/1862865435894653308,1427766049,,buat mengungkapkan sayang ini aku rasanya harus teriaaaaak di puncak gunung papandayan kalau aku sebegitu sayangnya sama cilla adikku. sebisa mungkin mau menyediakan ruang aman buat dia cerita dan ngasih saran menurut sudut pandangku.,Papandayan
1862697630788460802,Sat Nov 30 13:27:16 +0000 2024,0,@yosefikr Puncak gunung manglayang emg indah banget,1862850890207830441,,yosefikr,in,,0,0,0,https://x.com/undefined/status/1862850890207830441,1235783468522418176,,puncak gunung manglayang emg indah banget,Manglayang
1862824760398491926,Sat Nov 30 11:43:27 +0000 2024,0,Kemarin tuh niatnya ke Gn. Sagara lagi. Tapi dia yg ngebelokin ke Gn. Cikuray. Dia juga yg nangis kejer gara2 k Cikuray. Dikasih track edan start jalan jam 2 siang sampe camp site jam 9 malem untung gak dikasih hujan dan sekarang ngajak k Gunung lagi https://t.co/9McBcs0F1y,1862824760398491926,https://pbs.twimg.com/media/GdoVP14WIAEBTtR.jpg,,in,,0,0,0,https://x.com/undefined/status/1862824760398491926,538776995,,kemarin tuh niatnya ke gn. sagara lagi. tapi dia yg ngebelokin ke gn. cikuray. dia juga yg nangis kejer gara2 k cikuray. dikasih track edan start jalan jam 2 siang sampe camp site jam 9 malem untung gak dikasih hujan dan sekarang ngajak k gunung lagi,Cikuray
1862824120477737384,Sat Nov 30 11:42:10 +0000 2024,0,WKWKWK TP JUJUR IYE JELEK BANGET yg bagus cuma UGM Malbor tugu sm gunung merapi doang sisanya bablas angin e,1862824440767365262,,hiazzow,in,,0,0,0,https://x.com/undefined/status/1862824440767365262,1277964798781583361,,wkwkwk tp jujur iye jelek banget yg bagus cuma ugm malbor tugu sm gunung merapi doang sisanya bablas angin e,Merapi
1862820475178815682,Sat Nov 30 11:27:12 +0000 2024,0,Belum kelar kueksplor Gunung Penanggungan aja belum sampe ke puncaknya ,1862820673879707748,,inganggita,in,,0,0,0,https://x.com/undefined/status/1862820673879707748,67848433,,belum kelar kueksplor gunung penanggungan aja belum sampe ke puncaknya,Penanggungan
1862776774288908433,Sat Nov 30 08:32:46 +0000 2024,0,Gunung Semeru kembali erupsi pada Sabtu pagi https://t.co/x6RQT5DCIO https://t.co/gbTjHCSYQm,1862776774288908433,https://pbs.twimg.com/media/GdnpmVFboAIQ5jV.png,,in,,0,0,0,https://x.com/undefined/status/1862776774288908433,1482999200988434435,,gunung semeru kembali erupsi pada sabtu pagi,Semeru
1862743215528694028,Sat Nov 30 08:01:16 +0000 2024,1,@piotrj Psti hujan merata dari sebelum subuh. Gunung Gede dan Gunung Salak pun terlihat.,1862768848048734458,,piotrj,in,,0,0,0,https://x.com/undefined/status/1862768848048734458,65822418,,psti hujan merata dari sebelum subuh. gunung gede dan gunung salak pun terlihat.,Salak
1862743826336747960,Sat Nov 30 07:18:25 +0000 2024,0,@piotrj @nafasidn Td pagi ke Jagorawi berharap bisa liat gunung salak dgn jelas tp masih agak burik ... soalnya mgkin semalam gak hujan ya di situ...,1862758062165303780,,piotrj,in,,0,0,0,https://x.com/undefined/status/1862758062165303780,1792736765150998528,,td pagi ke jagorawi berharap bisa liat gunung salak dgn jelas tp masih agak burik ... soalnya mgkin semalam gak hujan ya di situ...,Salak
1862725967539839311,Sat Nov 30 05:10:53 +0000 2024,3,Jujurr suka bgt suasana di desa dingin hawanya (salatiga jg sama sih) tp ini tuh deket gunung merbabu jd lebih ademm trs kata pakde anginnya kencengg jgv beberapa hari ini enak bgt duduk di teras https://t.co/XFyosnEQYU,1862725967539839311,https://pbs.twimg.com/ext_tw_video_thumb/1862725007777955840/pu/img/3YlUYMC8mzlwnSLK.jpg,,in,,0,3,0,https://x.com/undefined/status/1862725967539839311,1239510961939046400,,jujurr suka bgt suasana di desa dingin hawanya (salatiga jg sama sih) tp ini tuh deket gunung merbabu jd lebih ademm trs kata pakde anginnya kencengg jgv beberapa hari ini enak bgt duduk di teras,Merbabu
1862426590808088823,Sat Nov 30 05:10:50 +0000 2024,0,@TheItomoriDream Perlukah saya berjanji di puncak gunung salak agar kalian percaya?,1862725957188235287,,TheItomoriDream,in,,0,1,0,https://x.com/undefined/status/1862725957188235287,574298970,,perlukah saya berjanji di puncak gunung salak agar kalian percaya?,Salak
1862683477432574323,Sat Nov 30 04:56:50 +0000 2024,0,@4kyinnnn Aku di kaki Gunung Salak malah dingin nunggu panas haha,1862722434509811935,,karinblublue,in,,0,1,0,https://x.com/undefined/status/1862722434509811935,1723201022661959680,,aku di kaki gunung salak malah dingin nunggu panas haha,Salak
1862714856350294323,Sat Nov 30 04:26:43 +0000 2024,0,Gunung Semeru Erupsi Lagi pada Sabtu Pagi https://t.co/xwjvI4OZOB,1862714856350294323,,,in,,0,0,0,https://x.com/undefined/status/1862714856350294323,79130206,,gunung semeru erupsi lagi pada sabtu pagi,Semeru
1862707149581033762,Sat Nov 30 03:56:06 +0000 2024,6,Gunung Semeru Kembali Erupsi pada Sabtu Pagi: Warga Diminta Waspada https://t.co/tnlqERL2zU,1862707149581033762,,,in,,1,0,2,https://x.com/undefined/status/1862707149581033762,848614550,,gunung semeru kembali erupsi pada sabtu pagi: warga diminta waspada,Semeru
1862706295746568434,Sat Nov 30 03:52:42 +0000 2024,0,Gunung Semeru yang memiliki ketinggian 3.676 meter di atas permukaan laut (mdpl) yang berada di perbatasan Kabupaten Lumajang dan Malang Jawa kembali erupsi pada Sabtu pagi. https://t.co/FKzBvuPwKE,1862706295746568434,,,in,,1,0,0,https://x.com/undefined/status/1862706295746568434,1557190679553769473,,gunung semeru yang memiliki ketinggian 3.676 meter di atas permukaan laut (mdpl) yang berada di perbatasan kabupaten lumajang dan malang jawa kembali erupsi pada sabtu pagi.,Semeru
1862697630788460802,Sat Nov 30 03:18:17 +0000 2024,132,CITYLIGHT KOTA BANDUNG DILIHAT DARI PUNCAK GUNUNG MANGLAYANG Dari puncak Gunung Maglayang yang menjulang pemandangan malam hari menawarkan keindahan yang memukau bak lukisan alam yang hidup. Di kejauhan kota memamerkan kilauan lampu yang tampak seperti bintang bertebaran di https://t.co/FC7XLP4VtL,1862697630788460802,https://pbs.twimg.com/media/GdmhY3-XsAA0JYK.jpg,,in,,0,182,0,https://x.com/undefined/status/1862697630788460802,1433750119946473478,,citylight kota bandung dilihat dari puncak gunung manglayang dari puncak gunung maglayang yang menjulang pemandangan malam hari menawarkan keindahan yang memukau bak lukisan alam yang hidup. di kejauhan kota memamerkan kilauan lampu yang tampak seperti bintang bertebaran di,Manglayang
1862679544349557130,Sat Nov 30 02:06:24 +0000 2024,0,Sabtu Pagi Ini Gunung Semeru Kembali Erupsi https://t.co/kKMwvadnqB,1862679544349557130,,,in,,0,0,0,https://x.com/undefined/status/1862679544349557130,1578222594,,sabtu pagi ini gunung semeru kembali erupsi,Semeru
1862676715170103799,Sat Nov 30 01:55:10 +0000 2024,1,Gunung Semeru kembali erupsi pada Sabtu pagi https://t.co/xb7mNPjAGA,1862676715170103799,,,in,,0,0,2,https://x.com/undefined/status/1862676715170103799,18071520,,gunung semeru kembali erupsi pada sabtu pagi,Semeru
1862528510415577285,Sat Nov 30 01:00:15 +0000 2024,0,@caprcrnn Puncak botak gunung ungaran,1862662894326087681,,caprcrnn,in,,0,1,0,https://x.com/undefined/status/1862662894326087681,1518258866399899650,,puncak botak gunung ungaran,Ungaran
1862649132206170531,Sat Nov 30 00:05:34 +0000 2024,0,Jalur pendakian Gunung Lawu via Cemoroewu Magetan untuk sementara ditutup gegara cuaca ektrem. 59 pendaki di puncak diminta segera turun. https://t.co/edWcKyB9kY,1862649132206170531,,,in,,0,0,0,https://x.com/undefined/status/1862649132206170531,1404018642,,jalur pendakian gunung lawu via cemoroewu magetan untuk sementara ditutup gegara cuaca ektrem. 59 pendaki di puncak diminta segera turun.,Lawu
1862516643232194748,Fri Nov 29 21:37:54 +0000 2024,0,@undipmfs Yuk yang mau sewa alat gunung atau anjem ke gunung ungaran ready murmer bisa dm ya,1862611972807959029,,undipmfs,in,,0,0,0,https://x.com/undefined/status/1862611972807959029,1795987885994414080,,yuk yang mau sewa alat gunung atau anjem ke gunung ungaran ready murmer bisa dm ya,Ungaran
1862552445165150575,Fri Nov 29 17:41:22 +0000 2024,122,PESONA LAUTAN AWAN DI PUNCAK GUNUNG MANGLAYANG Gunung Manglayang adalah salah satu gunung yang terletak di wilayah perbatasan Kabupaten Sumedang dan Kabupaten Bandung Provinsi Jawa Barat Indonesia. Dengan ketinggian sekitar 1.818 meter di atas permukaan laut gunung ini https://t.co/eSdYKWt2Yo,1862552445165150575,https://pbs.twimg.com/media/GdkdQR-W4AAznAI.jpg,,in,,0,182,0,https://x.com/undefined/status/1862552445165150575,1433750119946473478,,pesona lautan awan di puncak gunung manglayang gunung manglayang adalah salah satu gunung yang terletak di wilayah perbatasan kabupaten sumedang dan kabupaten bandung provinsi jawa barat indonesia. dengan ketinggian sekitar 1.818 meter di atas permukaan laut gunung ini,Manglayang
1861985045965406572,Fri Nov 29 14:20:22 +0000 2024,0,@zakiberkata min ini kenapa daerah gunung ungaran bagian kendal anginnya kenceng bgt yak sampe pohon genteng pada roboh. fenomena apa,1862501862689448440,,zakiberkata,in,,0,0,0,https://x.com/undefined/status/1862501862689448440,1538196142617694208,,min ini kenapa daerah gunung ungaran bagian kendal anginnya kenceng bgt yak sampe pohon genteng pada roboh. fenomena apa,Ungaran
1862496801649258646,Fri Nov 29 14:00:15 +0000 2024,5,Cobalah ke gunung telomoyo lewat jalur pendakian bukan jalur kendaraan. Jalurnya mantep Vegetasinya rapet Viewnya cakep https://t.co/hZtpBMc1FY,1862496801649258646,https://pbs.twimg.com/media/Gdjo1KSXYAAwevq.jpg,,in,,1,2,0,https://x.com/undefined/status/1862496801649258646,1517640815816081409,,cobalah ke gunung telomoyo lewat jalur pendakian bukan jalur kendaraan. jalurnya mantep vegetasinya rapet viewnya cakep,Telomoyo
1862386409379893678,Fri Nov 29 13:03:34 +0000 2024,0,@piotrj @nafasidn Karena musim hujan gak sih? Soalnya tempatku juga jam 1 siang gunung Merapi masih kelihatan padahal biasanya mentok lihat RS Indriati aja,1862482534036349186,,piotrj,in,,0,0,0,https://x.com/undefined/status/1862482534036349186,1742400523398234112,,karena musim hujan gak sih? soalnya tempatku juga jam 1 siang gunung merapi masih kelihatan padahal biasanya mentok lihat rs indriati aja,Merapi
1862470095165169793,Fri Nov 29 12:14:08 +0000 2024,0,Pendakian Gunung Kerinci via Solsel bakal Dibuka Kembali Kabar baik bagi para pendaki yang sudah lama tidak menginjakan kakinya ke puncak Gunung Kerinci. Sebab jalur pendakian gunung dengan ketinggian 3.805 mdpl ini akan dibuka kembali via... https://t.co/037jzIxIUd,1862470095165169793,,,in,,0,0,0,https://x.com/undefined/status/1862470095165169793,270776229,,pendakian gunung kerinci via solsel bakal dibuka kembali kabar baik bagi para pendaki yang sudah lama tidak menginjakan kakinya ke puncak gunung kerinci. sebab jalur pendakian gunung dengan ketinggian 3.805 mdpl ini akan dibuka kembali via...,Kerinci
1862453677082202579,Fri Nov 29 11:08:53 +0000 2024,0,Ini kalo dilihat pake mata langsung td sangat clear..((hp aku aje yg butut)) setelah seharian kemarin hujan dan berkabut hari ini dikasih pemandangan cantik dari gunung sindoro https://t.co/I9HzmwcRu9,1862453677082202579,https://pbs.twimg.com/media/GdjDv41XoAAEkUw.jpg,,in,,0,0,0,https://x.com/undefined/status/1862453677082202579,1358407349950550016,,ini kalo dilihat pake mata langsung td sangat clear..((hp aku aje yg butut)) setelah seharian kemarin hujan dan berkabut hari ini dikasih pemandangan cantik dari gunung sindoro,Sindoro
1862443649092788389,Fri Nov 29 10:29:03 +0000 2024,2,Musim hujan tinggi Gunung Semeru Welirang dan Arjuno ditutup. Rencana sih alternatif nya ke gunung Butak tapi masih lihat sikontol (situasi kondisi dan toleransi) atau kalo nggak ya terpaksa dipending sampai musim hujan sudah agak berkurang. 🇮🇩 https://t.co/LyxcEOS3BO,1862443649092788389,https://pbs.twimg.com/media/Gdi6oQFboAMtXfX.jpg,,in,,0,0,1,https://x.com/undefined/status/1862443649092788389,1101696077147729920,,musim hujan tinggi gunung semeru welirang dan arjuno ditutup. rencana sih alternatif nya ke gunung butak tapi masih lihat sikontol (situasi kondisi dan toleransi) atau kalo nggak ya terpaksa dipending sampai musim hujan sudah agak berkurang. 🇮🇩,Arjuno
1962294893273092438,Sun Aug 31 23:22:14 +0000 2025,0,adek gua hari ini summit 2 gunung w/ abang2 pembaik yg mau ngegendong sampe puncak https://t.co/tLXWmjbzrx,1962294893273092438,https://pbs.twimg.com/media/Gzt4zhwa8AALYcm.jpg,,in,,0,1,0,https://x.com/undefined/status/1962294893273092438,1520772972390215680,,adek gua hari ini summit 2 gunung w/ abang2 pembaik yg mau ngegendong sampe puncak,Abang
1962244832132559337,Sun Aug 31 20:03:19 +0000 2025,7,UNESCO Global Geopark in Indonesia: 1. Batur 2. Gunung Sewu 3. Ciletuh-Palabuhanratu 4. Rinjani-Lombok 5. Toba Caldera 6. Belitong 7. Merangin Jambi 8. Ijen 9. Maros Pangkep 10. Raja Ampat 11. Kebumen 12. Meratus,1962244832132559337,,,in,,0,0,0,https://x.com/undefined/status/1962244832132559337,1584150314944692224,,unesco global geopark in indonesia: 1. batur 2. gunung sewu 3. ciletuh-palabuhanratu 4. rinjani-lombok 5. toba caldera 6. belitong 7. merangin jambi 8. ijen 9. maros pangkep 10. raja ampat 11. kebumen 12. meratus,Rinjani
1962244820073881738,Sun Aug 31 20:03:16 +0000 2025,7,Taman Bumi (Geopark) Dunia/Global UNESCO di Indonesia: 1. Batur 2. Gunung Sewu 3. Ciletuh-Palabuhanratu 4. Rinjani-Lombok 5. Kaldera Toba 6. Belitong 7. Merangin Jambi 8. Ijen 9. Maros Pangkep 10. Raja Ampat 11. Kebumen 12. Meratus,1962244820073881738,,,in,,0,0,0,https://x.com/undefined/status/1962244820073881738,1584150314944692224,,taman bumi (geopark) dunia/global unesco di indonesia: 1. batur 2. gunung sewu 3. ciletuh-palabuhanratu 4. rinjani-lombok 5. kaldera toba 6. belitong 7. merangin jambi 8. ijen 9. maros pangkep 10. raja ampat 11. kebumen 12. meratus,Rinjani
1962192785332961412,Sun Aug 31 16:37:42 +0000 2025,0,Dan ada 1 hiking dadakan yg nyempil mendaki di Gunung Ungaran. Cuacanya cakep pol well thankyou august i will level up my journey in september(hopefully) https://t.co/vhyJN8QatU,1962193087855525932,https://pbs.twimg.com/media/GzscLE6aUAAgHim.jpg,mrsa_f_mf,in,,0,0,0,https://x.com/undefined/status/1962193087855525932,418704105,,dan ada 1 hiking dadakan yg nyempil mendaki di gunung ungaran. cuacanya cakep pol well thankyou august i will level up my journey in september(hopefully),Ungaran
1962139397056536986,Sun Aug 31 15:16:30 +0000 2025,0,@jayapuraupdate Lagi pesen jagung bakar habis menggelinding dari puncak gunung,1962172652099158191,,jayapuraupdate,in,,0,0,0,https://x.com/undefined/status/1962172652099158191,436305948,,lagi pesen jagung bakar habis menggelinding dari puncak gunung,Agung
1962085587680440343,Sun Aug 31 15:10:06 +0000 2025,7,@AR_LanaJKT48 @Lanautica_OFC #LanaGoestoJogjaRoadto19th Dan juga @AR_LanaJKT48 berziarah ke 𝟱.𝟮. 𝙈𝙪𝙨𝙚𝙪𝙢 𝙋𝙚𝙩𝙞𝙡𝙖𝙨𝙖𝙣 𝙈𝙗𝙖𝙝 𝙈𝙖𝙧𝙞𝙙𝙟𝙖𝙣 Kab. Sleman DIY Di tahun 2010 silam terjadi erupsi Gunung Merapi yang menewaskan ratusan orang termasuk sang juru kunci yaitu Mbah Marijan. https://t.co/mOWI3GwCUh,1962171043784925358,https://pbs.twimg.com/media/GzsIKdWaEAAOVA2.jpg,praditsandy30,in,,0,1,1,https://x.com/undefined/status/1962171043784925358,1151045271234551808,,dan juga berziarah ke 𝟱.𝟮. 𝙈𝙪𝙨𝙚𝙪𝙢 𝙋𝙚𝙩𝙞𝙡𝙖𝙨𝙖𝙣 𝙈𝙗𝙖𝙝 𝙈𝙖𝙧𝙞𝙙𝙟𝙖𝙣 kab. sleman diy di tahun 2010 silam terjadi erupsi gunung merapi yang menewaskan ratusan orang termasuk sang juru kunci yaitu mbah marijan.,Merapi
1962085587680440343,Sun Aug 31 12:59:05 +0000 2025,0,@AR_LanaJKT48 @Lanautica_OFC FYI Rhel.. @AR_LanaJKT48 Bunker ini dibangun pada tahun 𝟐𝟎𝟎𝟏 sebagai tempat evakuasi bagi masyarakat saat terjadi erupsi gunung berapi. Namun pada tahun 𝟐𝟎𝟎𝟔 bunker ini tertimbun oleh aliran piroklastik saat terjadi erupsi besar Merapi. #LanaGoestoJogjaRoadto19th https://t.co/xk7ENX7YTL,1962138071585214774,https://pbs.twimg.com/ext_tw_video_thumb/1962138038387290112/pu/img/xidGB8XBMDsU5yCC.jpg,praditsandy30,in,,0,1,0,https://x.com/undefined/status/1962138071585214774,1151045271234551808,,fyi rhel.. bunker ini dibangun pada tahun 𝟐𝟎𝟎𝟏 sebagai tempat evakuasi bagi masyarakat saat terjadi erupsi gunung berapi. namun pada tahun 𝟐𝟎𝟎𝟔 bunker ini tertimbun oleh aliran piroklastik saat terjadi erupsi besar merapi.,Merapi
1962127024153366879,Sun Aug 31 12:42:25 +0000 2025,0,@skyistheleebit @jidscimahi Mjb gunung agung langsung bisa dapet summit pas dapet lencana. Aku sampe puncak langsung dapet lencana dan summit kok,1962133875276009934,,skyistheleebit,in,,0,0,0,https://x.com/undefined/status/1962133875276009934,1626578836468150273,,mjb gunung agung langsung bisa dapet summit pas dapet lencana. aku sampe puncak langsung dapet lencana dan summit kok,Agung
1962119657026122228,Sun Aug 31 11:45:55 +0000 2025,17,Akhirnya keturutan ke kintamani nge camp ke gunung batur pula. https://t.co/53uyVaxZOa,1962119657026122228,https://pbs.twimg.com/media/GzrZaS9aIAAiWhE.jpg,,in,,0,1,0,https://x.com/undefined/status/1962119657026122228,1525228559274745856,,akhirnya keturutan ke kintamani nge camp ke gunung batur pula.,Batur
1962098708390215943,Sun Aug 31 10:22:40 +0000 2025,2,udah di titik muak bgt denger die tereak merdeka . kaga bakal ngaruh sekalipun dia tereak dari puncak gunung semeru sambil ngibarin bendera merah putih lalu teriak titiek kembalilah ke pelukanku .,1962098708390215943,,,in,,0,0,0,https://x.com/undefined/status/1962098708390215943,1594303184205291522,,udah di titik muak bgt denger die tereak merdeka . kaga bakal ngaruh sekalipun dia tereak dari puncak gunung semeru sambil ngibarin bendera merah putih lalu teriak titiek kembalilah ke pelukanku .,Semeru
1962081668933771598,Sun Aug 31 09:14:58 +0000 2025,0,Gunung Semeru yang berada di perbatasan Kabupaten Lumajang dan Malang Jawa Timur mengalami tiga kali erupsi dengan tinggi letusan hingga 900 meter di atas puncak pada Minggu.https://t.co/nFyDQeTJi3,1962081668933771598,,,in,,0,0,0,https://x.com/undefined/status/1962081668933771598,423220305,,gunung semeru yang berada di perbatasan kabupaten lumajang dan malang jawa timur mengalami tiga kali erupsi dengan tinggi letusan hingga 900 meter di atas puncak pada minggu.,Semeru
1962050646070501379,Sun Aug 31 07:11:41 +0000 2025,6,Terjadi erupsi G. Semeru pada hari Minggu 31 Agustus 2025 pukul 05:38 WIB tinggi kolom abu teramati ± 800 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 136 detik. https://t.co/ajNfOPZFpz via @id_magma https://t.co/dbMYZuRFZz,1962050646070501379,https://pbs.twimg.com/media/GzqapkBaUAAvDfN.jpg,,in,,0,0,1,https://x.com/undefined/status/1962050646070501379,833912055614758912,,terjadi erupsi g. semeru pada hari minggu 31 agustus 2025 pukul 05:38 wib tinggi kolom abu teramati ± 800 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 136 detik. via,Semeru
1961968031334301933,Sun Aug 31 01:43:24 +0000 2025,9,Eh ges gua ijin ya non-aktif buat seharian ini. Posisi gw kejebak di pesantren kwitang belakang toko buku gunung agung lagi was2 soalnya.,1961968031334301933,,,in,,1,7,0,https://x.com/undefined/status/1961968031334301933,999418577215078400,,eh ges gua ijin ya non-aktif buat seharian ini. posisi gw kejebak di pesantren kwitang belakang toko buku gunung agung lagi was2 soalnya.,Agung
1961774491237007823,Sat Aug 30 12:54:21 +0000 2025,7,UNESCO Global Geopark in Indonesia: 1. Batur 2. Gunung Sewu 3. Ciletuh-Palabuhanratu 4. Rinjani-Lombok 5. Toba Caldera 6. Belitong 7. Merangin Jambi 8. Ijen 9. Maros Pangkep 10. Raja Ampat 11. Kebumen 12. Meratus,1961774491237007823,,,in,,0,0,0,https://x.com/undefined/status/1961774491237007823,1584150314944692224,,unesco global geopark in indonesia: 1. batur 2. gunung sewu 3. ciletuh-palabuhanratu 4. rinjani-lombok 5. toba caldera 6. belitong 7. merangin jambi 8. ijen 9. maros pangkep 10. raja ampat 11. kebumen 12. meratus,Rinjani
1961774477370679776,Sat Aug 30 12:54:18 +0000 2025,7,Taman Bumi (Geopark) Dunia/Global UNESCO di Indonesia: 1. Batur 2. Gunung Sewu 3. Ciletuh-Palabuhanratu 4. Rinjani-Lombok 5. Kaldera Toba 6. Belitong 7. Merangin Jambi 8. Ijen 9. Maros Pangkep 10. Raja Ampat 11. Kebumen 12. Meratus,1961774477370679776,,,in,,0,0,0,https://x.com/undefined/status/1961774477370679776,1584150314944692224,,taman bumi (geopark) dunia/global unesco di indonesia: 1. batur 2. gunung sewu 3. ciletuh-palabuhanratu 4. rinjani-lombok 5. kaldera toba 6. belitong 7. merangin jambi 8. ijen 9. maros pangkep 10. raja ampat 11. kebumen 12. meratus,Rinjani
1961770172173459853,Sat Aug 30 12:37:11 +0000 2025,0,dia naik gunung sumbing aku malah bete ga ada kabarnya pas sampe basecamp,1961770172173459853,,,in,,0,0,0,https://x.com/undefined/status/1961770172173459853,619990286,,dia naik gunung sumbing aku malah bete ga ada kabarnya pas sampe basecamp,Sumbing
1961754267578208509,Sat Aug 30 11:33:59 +0000 2025,0,ayo gas mendaki gunung semeru dan mengibarkan bendera merah putih lalu berteriak TITIEKK KEMBALILAH KE PELUKANKU stlh itu menggelinding melewati tangga bergoyang spt landak dan pas smpe basecamp jgn lupa membeli jagung bakar,1961754267578208509,,,in,,0,0,0,https://x.com/undefined/status/1961754267578208509,1002845603431190529,,ayo gas mendaki gunung semeru dan mengibarkan bendera merah putih lalu berteriak titiekk kembalilah ke pelukanku stlh itu menggelinding melewati tangga bergoyang spt landak dan pas smpe basecamp jgn lupa membeli jagung bakar,Agung
1961723034878005505,Sat Aug 30 11:33:02 +0000 2025,0,@hoyoonnim arah mata angin ada makna nya. contohnya di Yogya utara (lor) ada gunung Merapi (simbol dunia atas) tengah ada keraton (simbol dunia manusia) selatan (kidul) ada pantai selatan/nyai roro kidul (simbol dunia bawah). trus kalo diliat pake garis imajiner itu tuh segaris lurus :D,1961754025742983351,,hoyoonnim,in,,0,0,0,https://x.com/undefined/status/1961754025742983351,1270612714662948864,,arah mata angin ada makna nya. contohnya di yogya utara (lor) ada gunung merapi (simbol dunia atas) tengah ada keraton (simbol dunia manusia) selatan (kidul) ada pantai selatan/nyai roro kidul (simbol dunia bawah). trus kalo diliat pake garis imajiner itu tuh segaris lurus :d,Merapi
1961742649615876505,Sat Aug 30 10:47:49 +0000 2025,0,Sempat Pingsan dalam Perjalanan Menuju Puncak Gunung Agung Jro Mangku asal Klungkung Dinyatakan MD https://t.co/vqDIay3M6W,1961742649615876505,,,in,,0,0,0,https://x.com/undefined/status/1961742649615876505,798478258119405568,,sempat pingsan dalam perjalanan menuju puncak gunung agung jro mangku asal klungkung dinyatakan md,Agung
