"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1939836173427589199","Mon Jun 30 23:59:18 +0000 2025","0","Pulang dari gunung kembali ke gunung https://t.co/JuXyIYjRE6","1939836173427589199","https://pbs.twimg.com/media/GuuutUiboAITzCu.jpg","","in","","0","0","0","https://x.com/undefined/status/1939836173427589199","1312776517961752576",
"1939824206062968989","Mon Jun 30 23:59:02 +0000 2025","10","@roblox_fess gunung sunda gunung jawa thangkuban bukit biru","1939836104578146728","","roblox_fess","in","","0","1","0","https://x.com/undefined/status/1939836104578146728","2289775982",
"1939785265280581843","Mon Jun 30 23:58:45 +0000 2025","0","@txtFromRoblox beberapa gunung ada yg disediain outfitnya nder","1939836033832825310","","txtFromRoblox","in","","0","0","0","https://x.com/undefined/status/1939836033832825310","1860273604195418112",
"1939835713459208552","Mon Jun 30 23:57:29 +0000 2025","0","info gunung yg sulit fren https://t.co/bK2FEv1MDF","1939835713459208552","https://pbs.twimg.com/media/GuuuSuaXgAEuI2z.jpg","","in","","0","0","0","https://x.com/undefined/status/1939835713459208552","1531360679625510913",
"1939835418121498835","Mon Jun 30 23:56:19 +0000 2025","0","Video ini diambil pagi ini (1 Julai 2025) oleh kakitangan kami yg sedang berada di Gunung Bromo. Latar depan video ini adalah Gunung Batuk &amp; turut kelihatan adalah kenderaan yg membawa pelancong ke bukit-bukit di sekitar Gunung Bromo untuk melihat keindahan Matahari Terbit. 2/3","1939835420629754217","","PlanetariumKL","in","","0","1","0","https://x.com/undefined/status/1939835420629754217","758843095488225280",
"1939313622016307409","Mon Jun 30 23:56:13 +0000 2025","0","@yvvkarina Di gunung kakkk","1939835397649158614","","yvvkarina","tl","","0","1","0","https://x.com/undefined/status/1939835397649158614","1434448794746163205",
"1939834996451422336","Mon Jun 30 23:54:38 +0000 2025","0","terus gua pulang naik apa dan lewat mana yak klo kemayoran dan gunung sahari dihindari","1939834996451422336","","","in","","0","1","0","https://x.com/undefined/status/1939834996451422336","894047729793421312",
"1939700453308002482","Mon Jun 30 23:52:50 +0000 2025","3","@tvOneNews Woi @RajaJuliAntoni perbandingan lu ga apple to apple. Segini doang orak lu? Semua juga ud tau naik gunung sama ke mall itu beda. Yg penting naik gunung itu persiapan fisik dan mengikuti aturan2 sesuai arahan petugas.","1939834545928642614","","tvOneNews","in","","0","0","0","https://x.com/undefined/status/1939834545928642614","1880925454070431744",
"1939834508192145730","Mon Jun 30 23:52:41 +0000 2025","0","Seorang warga Brasil meninggal di Gunung Rinjani. Kasusnya menjadi pelajaran bagi pemerintah pengelola wisata petualangan dan pendaki gunung. #Tajuk #Kompas60 https://t.co/nPq96TuDuo","1939834508192145730","","","in","","0","0","0","https://x.com/undefined/status/1939834508192145730","771030588",
"1939834243510845817","Mon Jun 30 23:51:38 +0000 2025","1","Mazmur 81:17 Tetapi umat-Ku akan Kuberi makan gandum yang terbaik dan dengan madu dari gunung batu Aku akan mengenyangkannya.","1939834243510845817","","","in","","0","0","0","https://x.com/undefined/status/1939834243510845817","1597484297950490627",
"1939833722603282669","Mon Jun 30 23:49:34 +0000 2025","1","Seorang warga Brasil meninggal di Gunung Rinjani. Kasusnya menjadi pelajaran bagi pemerintah pengelola wisata petualangan dan pendaki gunung. #Tajuk #Kompas60 https://t.co/Yq97mW83wN","1939833722603282669","","","in","","1","0","0","https://x.com/undefined/status/1939833722603282669","255866913",
"1939718422226702601","Mon Jun 30 23:48:46 +0000 2025","0","@Kanayapratiwii gunung everest sama temen ","1939833519804645589","","Kanayapratiwii","in","","0","0","0","https://x.com/undefined/status/1939833519804645589","1417345266840006656",
"1939832834086289492","Mon Jun 30 23:46:02 +0000 2025","0","Abis nnton petaka gunung gede di netplik. Ini film rame Karna yg main sih idol idolan","1939832834086289492","","","in","","0","0","0","https://x.com/undefined/status/1939832834086289492","184462149",
"1939544531718074613","Mon Jun 30 23:45:04 +0000 2025","0","@sweepygurl Gunung ungaran atau ungarannya tok?","1939832590162330026","","sweepygurl","in","","0","0","0","https://x.com/undefined/status/1939832590162330026","3004322742",
"1939832084568449285","Mon Jun 30 23:43:03 +0000 2025","1","Info utk @prabowo @gerindra @KejaksaanRI @KPK_RI @KemenPU agar mengaudit semua proyek perbaikan/pembuatan jalan di Sumut. Banyak jalan yg rusak parah/putus bagaikan kubangan kerbau. Ott KPK terbaru hanyalah fenomena gunung es.Mohon perhatian yg serius. Ada proyek yg FIKTIF?","1939832084568449285","","","in","","0","0","1","https://x.com/undefined/status/1939832084568449285","1045402154373013504",
"1939832063189991801","Mon Jun 30 23:42:58 +0000 2025","1","seru bgt malemm walaupun rada ngelag (hpku kentang kaks sorry) Gunung Merapi Dempo. https://t.co/twuQt8qEUN","1939832063189991801","https://pbs.twimg.com/media/Guuq-cfboAIttGm.jpg","","in","","0","0","0","https://x.com/undefined/status/1939832063189991801","1860273604195418112",
"1939736052463542513","Mon Jun 30 23:42:27 +0000 2025","0","@lawvchu keren banget udh naik gunung tambora","1939831930561995036","","lawvchu","in","","0","1","0","https://x.com/undefined/status/1939831930561995036","2801384401",
"1939746542795051161","Mon Jun 30 23:42:26 +0000 2025","0","@txtFromRoblox gunung everest sunda jawa","1939831926791315940","","txtFromRoblox","in","","0","0","0","https://x.com/undefined/status/1939831926791315940","73253583",
"1939831882050675070","Mon Jun 30 23:42:15 +0000 2025","0","waww kok kkn nya upn ini seru yhh meskipun di plot sby semuaa kayakkkk ayo mbak mas kkn di kampungku gunung anyar enihh wkwkwk ","1939831882050675070","","","in","","0","0","0","https://x.com/undefined/status/1939831882050675070","1620411359069626370",
"1939831196403556766","Mon Jun 30 23:39:32 +0000 2025","0","Kaos Outdoor Millet Baselayer Motif Hiking Trekking Kaos Olahraga Original 100% #baselayer #gunung #trekking #hiking #millet Panjang: 67cm Lebar dada melingkar: 50 / 100cm 18 #baselayer #kaosgunung #hiking #gunung #millet belinya dihttps://t.co/tzhFis1PuM https://t.co/TkArJ9A9xw","1939831196403556766","https://pbs.twimg.com/amplify_video_thumb/1939830923270430720/img/FE7EjbiykO1SnL1h.jpg","","in","","0","0","0","https://x.com/undefined/status/1939831196403556766","1605799514924666880",
