"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1885472630540820824","Fri Jan 31 23:58:50 +0000 2025","1","@hndrwan_ Yoi gunung kan kudaki lautan kuseberangi ","1885477875824120304","","hndrwan_","in","","0","1","0","https://x.com/undefined/status/1885477875824120304","1781946374407507968",
"1885477658785702040","Fri Jan 31 23:57:58 +0000 2025","2","Terjadi erupsi G. Semeru pada hari Sabtu 01 Februari 2025 pukul 06:42 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 127 detik. https://t.co/NbaJqoqRim via @id_magma","1885477658785702040","","","in","","0","0","1","https://x.com/undefined/status/1885477658785702040","1677825848",
"1885477641438061057","Fri Jan 31 23:57:54 +0000 2025","2","Terjadi erupsi G. Semeru pada hari Sabtu 01 Februari 2025 pukul 06:11 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 20 mm dan durasi 93 detik. https://t.co/T02AeyU4TF via @id_magma","1885477641438061057","","","in","","0","0","0","https://x.com/undefined/status/1885477641438061057","1677825848",
"1885477623935214038","Fri Jan 31 23:57:50 +0000 2025","0","Terjadi erupsi G. Semeru pada hari Sabtu 01 Februari 2025 pukul 04:44 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 23 mm dan durasi 125 detik. https://t.co/yFpdPNI62W via @id_magma","1885477623935214038","","","in","","0","0","0","https://x.com/undefined/status/1885477623935214038","1677825848",
"1885477607158022268","Fri Jan 31 23:57:46 +0000 2025","1","Terjadi erupsi G. Ibu pada hari Sabtu 01 Februari 2025 pukul 04:41 WIT tinggi kolom abu teramati ± 600 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 62 detik. https://t.co/zZCnGEZpSm via @id_magma https://t.co/8IoTirrwgD","1885477607158022268","https://pbs.twimg.com/media/GiqP5AVbYAMCbUl.jpg","","in","","0","0","0","https://x.com/undefined/status/1885477607158022268","1677825848",
"1885477569178591584","Fri Jan 31 23:57:37 +0000 2025","0","Terjadi erupsi G. Semeru pada hari Sabtu 01 Februari 2025 pukul 04:01 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 120 detik. https://t.co/uiILjf1llA via @id_magma","1885477569178591584","","","in","","0","0","0","https://x.com/undefined/status/1885477569178591584","1677825848",
"1885477551575097760","Fri Jan 31 23:57:33 +0000 2025","1","Terjadi erupsi G. Ibu pada hari Sabtu 01 Februari 2025 pukul 03:53 WIT tinggi kolom abu teramati ± 600 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 4 mm dan durasi 52 detik. https://t.co/qjJoAejsbQ via @id_magma https://t.co/DGsD3unF1a","1885477551575097760","https://pbs.twimg.com/media/GiqP1y9bYAE_CNI.jpg","","in","","0","0","1","https://x.com/undefined/status/1885477551575097760","1677825848",
"1885477515592163712","Fri Jan 31 23:57:24 +0000 2025","0","Terjadi erupsi G. Semeru pada hari Sabtu 01 Februari 2025 pukul 03:17 WIB. Erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 130 detik. https://t.co/9KgQWH1iWG via @id_magma","1885477515592163712","","","in","","0","0","0","https://x.com/undefined/status/1885477515592163712","1677825848",
"1885477498596843572","Fri Jan 31 23:57:20 +0000 2025","0","Terjadi erupsi G. Ibu pada hari Sabtu 01 Februari 2025 pukul 03:13 WIT tinggi kolom abu teramati ± 600 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 51 detik. https://t.co/6PiIZnjiHS via @id_magma https://t.co/zHBVDUqWN2","1885477498596843572","https://pbs.twimg.com/media/GiqPywKbYAMiwkX.jpg","","in","","0","0","0","https://x.com/undefined/status/1885477498596843572","1677825848",
"1885477335463584178","Fri Jan 31 23:56:41 +0000 2025","0","Terjadi erupsi G. Ibu pada hari Sabtu 01 Februari 2025 pukul 02:18 WIT tinggi kolom abu teramati ± 500 m di atas puncak. Erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 40 detik. https://t.co/l2KGlrQtSi via @id_magma https://t.co/nwARplE7Ls","1885477335463584178","https://pbs.twimg.com/media/GiqPpQVagAAWqz_.jpg","","in","","0","0","0","https://x.com/undefined/status/1885477335463584178","1677825848",
